# Time (s),CP location (mm),CG location (mm),Stability margin calibers (​)
195.231,2154.9999999999995,1577,3.773
195.281,2153,1577,3.761
195.331,2153,1577,3.757
195.381,2152,1577,3.75
195.431,2150,1577,3.737
195.481,2148,1577,3.73
195.531,2148,1577,3.726
195.581,2149,1577,3.731
195.631,2149,1577,3.731
195.681,2150,1577,3.74
195.731,2150,1577,3.738
195.781,2146.9999999999995,1577,3.722
195.831,2146,1577,3.714
195.881,2145,1577,3.706
195.931,2145,1577,3.705
195.981,2145,1577,3.708
196.031,2142.9999999999995,1577,3.695
196.081,2142.9999999999995,1577,3.696
196.131,2142,1577,3.691
196.181,2142.9999999999995,1577,3.692
196.231,2142.9999999999995,1577,3.691
196.281,2141,1577,3.683
196.331,2142,1577,3.689
196.381,2144,1577,3.701
196.431,2146.9999999999995,1577,3.717
196.481,2146,1577,3.715
196.531,2146.9999999999995,1577,3.722
196.581,2148,1577,3.727
196.631,2146.9999999999995,1577,3.72
196.681,2148,1577,3.727
196.731,2148,1577,3.727
196.781,2146,1577,3.716
196.831,2146.9999999999995,1577,3.721
196.881,2150,1577,3.738
196.931,2150,1577,3.737
