# Time (s),CP location (mm),CG location (mm),Stability margin calibers (​)
104.631,2138.9999999999995,1577,3.666
104.681,2142,1577,3.685
104.731,2145,1577,3.708
104.781,2148,1577,3.729
104.831,2150,1577,3.737
104.881,2150.9999999999995,1577,3.748
104.931,2152,1577,3.75
104.981,2152,1577,3.752
105.031,2154.9999999999995,1577,3.77
105.081,2158,1577,3.789
105.131,2158.9999999999995,1577,3.797
105.181,2158.9999999999995,1577,3.796
105.231,2158.9999999999995,1577,3.8
105.281,2158.9999999999995,1577,3.801
105.331,2160,1577,3.803
105.381,2158.9999999999995,1577,3.801
105.431,2158.9999999999995,1577,3.798
105.481,2158,1577,3.794
105.531,2158,1577,3.794
105.581,2158.9999999999995,1577,3.8
105.631,2161,1577,3.809
105.681,2162,1577,3.82
105.731,2165,1577,3.837
105.781,2165,1577,3.837
105.831,2164,1577,3.831
105.881,2164,1577,3.831
105.931,2164,1577,3.83
105.981,2164,1577,3.829
106.031,2164,1577,3.828
106.081,2162.9999999999995,1577,3.821
106.131,2162,1577,3.819
106.181,2161,1577,3.812
106.231,2162.9999999999995,1577,3.823
106.281,2164,1577,3.831
106.331,2162.9999999999995,1577,3.823
106.381,2162,1577,3.815
106.431,2161,1577,3.814
106.481,2161,1577,3.814
106.531,2162,1577,3.815
106.581,2160,1577,3.807
106.631,2160,1577,3.806
106.681,2158.9999999999995,1577,3.801
106.731,2158,1577,3.789
106.781,2157,1577,3.786
106.831,2156,1577,3.776
106.881,2153,1577,3.76
106.931,2153,1577,3.762
106.981,2153,1577,3.762
107.031,2150.9999999999995,1577,3.749
107.081,2150.9999999999995,1577,3.746
107.131,2152,1577,3.752
107.181,2152,1577,3.75
107.231,2150,1577,3.738
107.281,2149,1577,3.734
107.331,2146.9999999999995,1577,3.722
107.381,2146,1577,3.711
107.431,2145,1577,3.707
107.481,2144,1577,3.698
107.531,2141,1577,3.681
107.581,2138.9999999999995,1577,3.665
107.631,2137,1577,3.654
107.681,2136,1577,3.65
107.731,2134.9999999999995,1577,3.644
107.781,2133,1577,3.628
107.831,2132,1577,3.621
107.881,2134,1577,3.632
107.931,2134,1577,3.637
107.981,2133,1577,3.63
108.031,2132,1577,3.623
108.081,2130.9999999999995,1577,3.615
108.131,2130.9999999999995,1577,3.613
108.181,2130.9999999999995,1577,3.619
108.231,2130,1577,3.611
108.281,2130,1577,3.611
108.331,2133,1577,3.629
108.381,2137,1577,3.656
108.431,2140,1577,3.676
108.481,2142.9999999999995,1577,3.693
108.531,2145,1577,3.707
108.581,2146,1577,3.711
108.631,2145,1577,3.706
108.681,2146.9999999999995,1577,3.72
108.731,2150,1577,3.739
108.781,2153,1577,3.757
108.831,2154,1577,3.763
108.881,2154.9999999999995,1577,3.772
108.931,2156,1577,3.778
108.981,2157,1577,3.784
109.031,2160,1577,3.808
109.081,2162.9999999999995,1577,3.824
109.131,2164,1577,3.834
109.181,2166.9999999999995,1577,3.849
109.231,2168,1577,3.856
109.281,2170,1577,3.868
109.331,2171,1577,3.878
109.381,2171,1577,3.876
109.431,2170,1577,3.869
109.481,2170,1577,3.868
109.531,2169,1577,3.865
109.581,2168,1577,3.857
109.631,2166,1577,3.846
109.681,2166.9999999999995,1577,3.853
109.731,2168,1577,3.854
109.781,2166,1577,3.842
109.831,2162.9999999999995,1577,3.826
109.881,2162.9999999999995,1577,3.824
109.931,2162.9999999999995,1577,3.826
109.981,2162,1577,3.819
110.031,2161,1577,3.81
110.081,2158.9999999999995,1577,3.801
110.131,2158,1577,3.793
110.181,2157,1577,3.787
110.231,2156,1577,3.781
110.281,2154.9999999999995,1577,3.769
110.331,2154,1577,3.764
110.381,2153,1577,3.762
110.431,2152,1577,3.755
110.481,2152,1577,3.755
110.531,2150.9999999999995,1577,3.745
110.581,2148,1577,3.724
110.631,2145,1577,3.705
110.681,2142.9999999999995,1577,3.697
110.731,2145,1577,3.704
110.781,2145,1577,3.706
110.831,2144,1577,3.698
110.881,2142,1577,3.686
110.931,2140,1577,3.677
110.981,2140,1577,3.675
111.031,2140,1577,3.674
111.081,2140,1577,3.671
111.131,2138.9999999999995,1577,3.669
111.181,2140,1577,3.672
111.231,2138,1577,3.662
111.281,2138.9999999999995,1577,3.667
111.331,2140,1577,3.674
111.381,2142,1577,3.686
111.431,2142.9999999999995,1577,3.693
111.481,2142,1577,3.687
111.531,2141,1577,3.682
111.581,2140,1577,3.676
111.631,2140,1577,3.672
111.681,2141,1577,3.679
111.731,2141,1577,3.681
111.781,2142,1577,3.685
111.831,2142,1577,3.689
111.881,2142,1577,3.69
111.931,2144,1577,3.698
111.981,2144,1577,3.701
112.031,2146,1577,3.715
112.081,2149,1577,3.733
112.131,2149,1577,3.735
112.181,2150,1577,3.741
112.231,2154,1577,3.763
112.281,2157,1577,3.784
112.331,2157,1577,3.786
112.381,2158.9999999999995,1577,3.8
112.431,2161,1577,3.814
112.481,2166,1577,3.842
112.531,2168,1577,3.857
112.581,2169,1577,3.861
112.631,2168,1577,3.858
112.681,2169,1577,3.864
112.731,2169,1577,3.865
112.781,2168,1577,3.858
112.831,2169,1577,3.863
112.881,2168,1577,3.857
112.931,2166,1577,3.842
112.981,2166,1577,3.842
113.031,2165,1577,3.84
113.081,2164,1577,3.833
113.131,2164,1577,3.831
113.181,2161,1577,3.814
113.231,2158.9999999999995,1577,3.795
113.281,2156,1577,3.779
113.331,2154,1577,3.765
113.381,2152,1577,3.75
113.431,2150.9999999999995,1577,3.744
113.481,2150,1577,3.737
113.531,2146.9999999999995,1577,3.722
113.581,2148,1577,3.725
113.631,2146.9999999999995,1577,3.717
113.681,2144,1577,3.702
113.731,2144,1577,3.697
113.781,2142,1577,3.685
113.831,2138.9999999999995,1577,3.666
113.881,2138,1577,3.662
113.931,2138.9999999999995,1577,3.667
113.981,2138.9999999999995,1577,3.67
114.031,2138.9999999999995,1577,3.671
114.081,2138.9999999999995,1577,3.668
114.131,2138,1577,3.662
114.181,2138,1577,3.659
114.231,2138,1577,3.663
114.281,2140,1577,3.674
114.331,2141,1577,3.681
114.381,2142.9999999999995,1577,3.692
114.431,2145,1577,3.704
114.481,2142.9999999999995,1577,3.695
114.531,2142,1577,3.686
114.581,2142,1577,3.689
114.631,2144,1577,3.698
114.681,2146,1577,3.714
114.731,2146,1577,3.713
114.781,2146,1577,3.716
114.831,2149,1577,3.731
114.881,2149,1577,3.733
114.931,2146.9999999999995,1577,3.717
114.981,2146.9999999999995,1577,3.719
115.031,2149,1577,3.734
115.081,2150,1577,3.742
115.131,2153,1577,3.759
115.181,2154,1577,3.765
115.231,2154.9999999999995,1577,3.771
115.281,2154.9999999999995,1577,3.775
115.331,2157,1577,3.785
115.381,2158.9999999999995,1577,3.796
115.431,2158,1577,3.794
115.481,2158,1577,3.79
115.531,2158.9999999999995,1577,3.795
115.581,2158.9999999999995,1577,3.796
115.631,2158,1577,3.79
115.681,2157,1577,3.785
115.731,2157,1577,3.783
115.781,2156,1577,3.781
115.831,2156,1577,3.778
115.881,2156,1577,3.777
115.931,2154.9999999999995,1577,3.774
115.981,2154.9999999999995,1577,3.774
116.031,2154.9999999999995,1577,3.774
116.081,2157,1577,3.786
116.131,2160,1577,3.803
116.181,2158,1577,3.791
116.231,2156,1577,3.78
116.281,2154.9999999999995,1577,3.772
116.331,2154,1577,3.768
116.381,2154.9999999999995,1577,3.771
116.431,2157,1577,3.784
116.481,2158,1577,3.793
116.531,2158.9999999999995,1577,3.798
116.581,2158.9999999999995,1577,3.796
116.631,2158,1577,3.793
116.681,2158,1577,3.792
116.731,2158.9999999999995,1577,3.795
116.781,2157,1577,3.782
116.831,2156,1577,3.777
116.881,2156,1577,3.78
116.931,2154.9999999999995,1577,3.775
116.981,2156,1577,3.776
117.031,2154,1577,3.767
117.081,2154,1577,3.763
117.131,2154,1577,3.766
117.181,2154.9999999999995,1577,3.773
117.231,2154,1577,3.767
117.281,2152,1577,3.751
117.331,2150,1577,3.741
117.381,2150,1577,3.736
117.431,2148,1577,3.727
117.481,2148,1577,3.725
117.531,2149,1577,3.733
117.581,2149,1577,3.732
117.631,2149,1577,3.736
117.681,2149,1577,3.736
117.731,2148,1577,3.728
117.781,2146,1577,3.715
117.831,2144,1577,3.699
117.881,2141,1577,3.679
117.931,2138.9999999999995,1577,3.668
117.981,2137,1577,3.656
118.031,2134.9999999999995,1577,3.642
118.081,2134.9999999999995,1577,3.639
118.131,2133,1577,3.632
118.181,2133,1577,3.632
118.231,2134.9999999999995,1577,3.644
118.281,2138,1577,3.659
118.331,2138.9999999999995,1577,3.665
118.381,2138.9999999999995,1577,3.67
118.431,2140,1577,3.672
118.481,2141,1577,3.681
118.531,2142.9999999999995,1577,3.691
118.581,2144,1577,3.702
118.631,2146,1577,3.715
118.681,2146.9999999999995,1577,3.721
118.731,2148,1577,3.729
118.781,2150,1577,3.738
118.831,2150.9999999999995,1577,3.749
118.881,2153,1577,3.76
118.931,2156,1577,3.778
118.981,2156,1577,3.779
119.031,2156,1577,3.78
119.081,2154.9999999999995,1577,3.775
119.131,2156,1577,3.777
119.181,2157,1577,3.787
119.231,2158.9999999999995,1577,3.799
119.281,2160,1577,3.806
119.331,2161,1577,3.813
119.381,2162,1577,3.816
119.431,2164,1577,3.829
119.481,2164,1577,3.833
119.531,2162.9999999999995,1577,3.827
119.581,2162.9999999999995,1577,3.822
119.631,2164,1577,3.832
119.681,2165,1577,3.839
119.731,2162,1577,3.819
119.781,2158.9999999999995,1577,3.801
119.831,2160,1577,3.803
119.881,2158.9999999999995,1577,3.801
119.931,2158.9999999999995,1577,3.8
119.981,2160,1577,3.805
120.031,2158.9999999999995,1577,3.801
120.081,2158,1577,3.789
120.131,2154.9999999999995,1577,3.775
120.181,2154,1577,3.769
120.231,2154,1577,3.766
120.281,2153,1577,3.762
120.331,2154,1577,3.764
120.381,2154,1577,3.763
120.431,2153,1577,3.761
120.481,2153,1577,3.758
120.531,2153,1577,3.758
120.581,2153,1577,3.757
120.631,2153,1577,3.76
120.681,2152,1577,3.75
120.731,2149,1577,3.731
120.781,2146.9999999999995,1577,3.719
120.831,2145,1577,3.71
120.881,2144,1577,3.699
120.931,2144,1577,3.7
120.981,2145,1577,3.707
121.031,2145,1577,3.706
121.081,2146,1577,3.713
121.131,2146.9999999999995,1577,3.719
121.181,2146.9999999999995,1577,3.72
121.231,2146.9999999999995,1577,3.719
121.281,2149,1577,3.733
121.331,2149,1577,3.734
121.381,2146.9999999999995,1577,3.722
121.431,2146,1577,3.714
121.481,2146,1577,3.711
121.531,2144,1577,3.702
121.581,2145,1577,3.707
121.631,2145,1577,3.706
121.681,2146,1577,3.712
121.731,2146,1577,3.715
121.781,2146,1577,3.716
121.831,2146.9999999999995,1577,3.718
121.881,2148,1577,3.725
121.931,2149,1577,3.731
121.981,2150,1577,3.742
122.031,2152,1577,3.75
122.081,2150.9999999999995,1577,3.744
122.131,2149,1577,3.732
122.181,2149,1577,3.733
122.231,2150,1577,3.739
122.281,2150,1577,3.739
122.331,2152,1577,3.752
122.381,2152,1577,3.755
122.431,2152,1577,3.755
122.481,2150,1577,3.742
122.531,2149,1577,3.736
122.581,2150.9999999999995,1577,3.747
122.631,2153,1577,3.756
122.681,2152,1577,3.752
122.731,2152,1577,3.755
122.781,2153,1577,3.757
122.831,2150.9999999999995,1577,3.748
122.881,2150,1577,3.739
122.931,2149,1577,3.736
122.981,2150,1577,3.74
123.031,2149,1577,3.732
123.081,2149,1577,3.732
123.131,2150,1577,3.739
123.181,2152,1577,3.75
123.231,2153,1577,3.76
123.281,2153,1577,3.758
123.331,2152,1577,3.754
123.381,2153,1577,3.757
123.431,2153,1577,3.76
123.481,2154.9999999999995,1577,3.772
123.531,2154.9999999999995,1577,3.773
123.581,2152,1577,3.756
123.631,2152,1577,3.755
123.681,2152,1577,3.756
123.731,2152,1577,3.75
123.781,2153,1577,3.756
123.831,2154,1577,3.763
123.881,2154,1577,3.767
123.931,2154,1577,3.769
123.981,2154,1577,3.764
124.031,2153,1577,3.759
124.081,2154,1577,3.763
124.131,2152,1577,3.755
124.181,2152,1577,3.75
124.231,2152,1577,3.755
124.281,2153,1577,3.758
124.331,2153,1577,3.758
124.381,2153,1577,3.756
124.431,2153,1577,3.76
124.481,2153,1577,3.757
124.531,2150.9999999999995,1577,3.748
124.581,2150,1577,3.741
124.631,2148,1577,3.727
124.681,2146.9999999999995,1577,3.719
124.731,2148,1577,3.728
124.781,2150.9999999999995,1577,3.743
124.831,2150.9999999999995,1577,3.746
124.881,2150.9999999999995,1577,3.746
124.931,2153,1577,3.76
124.981,2154,1577,3.766
125.031,2153,1577,3.757
125.081,2150,1577,3.741
125.131,2150,1577,3.739
125.181,2150,1577,3.742
125.231,2150,1577,3.742
125.281,2150.9999999999995,1577,3.749
125.331,2152,1577,3.756
125.381,2154,1577,3.769
125.431,2154.9999999999995,1577,3.772
125.481,2154,1577,3.766
125.531,2154,1577,3.763
125.581,2153,1577,3.759
125.631,2153,1577,3.758
125.681,2153,1577,3.758
125.731,2152,1577,3.755
125.781,2152,1577,3.754
125.831,2150.9999999999995,1577,3.744
125.881,2152,1577,3.754
125.931,2154,1577,3.763
125.981,2154,1577,3.764
126.031,2153,1577,3.758
126.081,2154,1577,3.764
126.131,2153,1577,3.759
126.181,2154,1577,3.765
126.231,2154.9999999999995,1577,3.77
126.281,2154,1577,3.764
126.331,2153,1577,3.756
126.381,2153,1577,3.757
126.431,2152,1577,3.751
126.481,2150.9999999999995,1577,3.745
126.531,2152,1577,3.751
126.581,2150.9999999999995,1577,3.746
126.631,2150.9999999999995,1577,3.743
126.681,2150.9999999999995,1577,3.747
126.731,2150.9999999999995,1577,3.748
126.781,2152,1577,3.752
126.831,2156,1577,3.778
126.881,2156,1577,3.777
126.931,2154,1577,3.767
126.981,2154,1577,3.768
127.031,2154,1577,3.767
127.081,2154,1577,3.766
127.131,2152,1577,3.754
127.181,2150.9999999999995,1577,3.745
127.231,2150,1577,3.741
127.281,2150,1577,3.739
127.331,2148,1577,3.726
127.381,2145,1577,3.709
127.431,2144,1577,3.703
127.481,2144,1577,3.698
127.531,2144,1577,3.697
127.581,2144,1577,3.703
127.631,2145,1577,3.706
127.681,2142.9999999999995,1577,3.693
127.731,2142.9999999999995,1577,3.693
127.781,2144,1577,3.701
127.831,2146.9999999999995,1577,3.719
127.881,2148,1577,3.728
127.931,2146.9999999999995,1577,3.722
127.981,2146,1577,3.712
128.031,2145,1577,3.705
128.081,2145,1577,3.705
128.131,2146.9999999999995,1577,3.718
128.181,2149,1577,3.73
128.231,2150,1577,3.737
128.281,2148,1577,3.729
128.331,2148,1577,3.729
128.381,2150.9999999999995,1577,3.746
128.431,2152,1577,3.754
128.481,2153,1577,3.76
128.531,2154,1577,3.764
128.581,2154,1577,3.769
128.631,2154.9999999999995,1577,3.774
128.681,2154.9999999999995,1577,3.77
128.731,2154.9999999999995,1577,3.774
128.781,2154.9999999999995,1577,3.772
128.831,2154,1577,3.766
128.881,2153,1577,3.759
128.931,2153,1577,3.758
128.981,2153,1577,3.762
129.031,2154,1577,3.766
129.081,2154,1577,3.768
129.131,2154,1577,3.766
129.181,2154,1577,3.769
129.231,2154.9999999999995,1577,3.77
129.281,2154,1577,3.764
129.331,2154,1577,3.767
129.381,2154.9999999999995,1577,3.771
129.431,2154.9999999999995,1577,3.771
129.481,2154.9999999999995,1577,3.77
129.531,2156,1577,3.777
129.581,2156,1577,3.78
129.631,2157,1577,3.786
129.681,2157,1577,3.788
129.731,2157,1577,3.783
129.781,2154.9999999999995,1577,3.774
129.831,2154.9999999999995,1577,3.772
129.881,2154,1577,3.768
129.931,2153,1577,3.758
129.981,2152,1577,3.755
130.031,2153,1577,3.759
130.081,2154,1577,3.768
130.131,2154.9999999999995,1577,3.772
130.181,2156,1577,3.776
130.231,2156,1577,3.776
130.281,2156,1577,3.777
130.331,2156,1577,3.779
130.381,2154.9999999999995,1577,3.772
130.431,2154.9999999999995,1577,3.775
130.481,2156,1577,3.776
130.531,2154.9999999999995,1577,3.77
130.581,2154,1577,3.764
130.631,2153,1577,3.757
130.681,2152,1577,3.751
130.731,2152,1577,3.756
130.781,2153,1577,3.76
130.831,2152,1577,3.755
130.881,2154,1577,3.765
130.931,2153,1577,3.759
130.981,2150.9999999999995,1577,3.744
131.031,2146.9999999999995,1577,3.722
131.081,2145,1577,3.71
131.131,2145,1577,3.708
131.181,2142.9999999999995,1577,3.696
131.231,2142,1577,3.689
131.281,2141,1577,3.683
131.331,2141,1577,3.684
131.381,2142.9999999999995,1577,3.693
131.431,2142.9999999999995,1577,3.694
131.481,2142,1577,3.687
131.531,2141,1577,3.683
131.581,2142.9999999999995,1577,3.694
131.631,2142.9999999999995,1577,3.692
131.681,2142.9999999999995,1577,3.694
131.731,2144,1577,3.702
131.781,2144,1577,3.703
131.831,2145,1577,3.709
131.881,2146,1577,3.715
131.931,2146,1577,3.713
131.981,2146.9999999999995,1577,3.718
132.031,2146.9999999999995,1577,3.723
132.081,2146,1577,3.716
132.131,2144,1577,3.703
132.181,2142,1577,3.688
132.231,2141,1577,3.682
132.281,2142.9999999999995,1577,3.694
132.331,2145,1577,3.706
132.381,2146.9999999999995,1577,3.721
132.431,2150,1577,3.737
132.481,2149,1577,3.736
132.531,2149,1577,3.735
132.581,2149,1577,3.736
132.631,2152,1577,3.75
132.681,2154,1577,3.766
132.731,2154,1577,3.766
132.781,2153,1577,3.762
132.831,2154,1577,3.765
132.881,2156,1577,3.781
132.931,2160,1577,3.802
132.981,2161,1577,3.813
133.031,2162,1577,3.819
133.081,2161,1577,3.813
133.131,2158,1577,3.795
133.181,2158,1577,3.789
133.231,2157,1577,3.788
133.281,2157,1577,3.788
133.331,2158,1577,3.791
133.381,2158,1577,3.789
133.431,2158,1577,3.79
133.481,2158.9999999999995,1577,3.798
133.531,2158,1577,3.789
133.581,2156,1577,3.776
133.631,2156,1577,3.776
133.681,2154.9999999999995,1577,3.771
133.731,2156,1577,3.776
133.781,2154.9999999999995,1577,3.772
133.831,2152,1577,3.756
133.881,2152,1577,3.753
133.931,2154,1577,3.764
133.981,2154,1577,3.769
134.031,2153,1577,3.76
134.081,2152,1577,3.752
134.131,2150,1577,3.742
134.181,2149,1577,3.736
134.231,2150,1577,3.738
134.281,2150,1577,3.743
134.331,2150.9999999999995,1577,3.744
134.381,2149,1577,3.735
134.431,2150,1577,3.739
134.481,2150,1577,3.738
134.531,2148,1577,3.729
134.581,2146.9999999999995,1577,3.722
134.631,2146,1577,3.716
134.681,2144,1577,3.701
134.731,2145,1577,3.708
134.781,2146.9999999999995,1577,3.722
134.831,2146.9999999999995,1577,3.718
134.881,2149,1577,3.73
134.931,2150.9999999999995,1577,3.748
134.981,2150,1577,3.74
135.031,2150,1577,3.743
135.081,2150.9999999999995,1577,3.748
135.131,2150.9999999999995,1577,3.749
135.181,2152,1577,3.753
135.231,2152,1577,3.75
135.281,2150.9999999999995,1577,3.743
135.331,2150,1577,3.739
135.381,2150.9999999999995,1577,3.749
135.431,2154,1577,3.766
135.481,2156,1577,3.782
135.531,2158,1577,3.791
135.581,2158,1577,3.792
135.631,2161,1577,3.808
135.681,2162,1577,3.815
135.731,2160,1577,3.808
135.781,2160,1577,3.807
135.831,2158.9999999999995,1577,3.799
135.881,2158,1577,3.791
135.931,2158.9999999999995,1577,3.797
135.981,2158.9999999999995,1577,3.798
136.031,2158,1577,3.79
136.081,2157,1577,3.787
136.131,2156,1577,3.778
136.181,2154.9999999999995,1577,3.769
136.231,2152,1577,3.752
136.281,2148,1577,3.73
136.331,2145,1577,3.709
136.381,2146,1577,3.711
136.431,2146,1577,3.715
136.481,2145,1577,3.71
136.531,2146,1577,3.712
136.581,2145,1577,3.71
136.631,2144,1577,3.702
136.681,2142.9999999999995,1577,3.692
136.731,2145,1577,3.707
136.781,2146,1577,3.714
136.831,2146,1577,3.712
136.881,2146.9999999999995,1577,3.718
136.931,2146,1577,3.716
136.981,2145,1577,3.708
137.031,2146,1577,3.716
137.081,2146.9999999999995,1577,3.718
137.131,2148,1577,3.729
137.181,2152,1577,3.751
137.231,2154,1577,3.763
137.281,2154,1577,3.763
137.331,2152,1577,3.755
137.381,2152,1577,3.755
137.431,2154,1577,3.763
137.481,2154,1577,3.764
137.531,2153,1577,3.761
137.581,2154,1577,3.767
137.631,2154,1577,3.769
137.681,2153,1577,3.758
137.731,2150.9999999999995,1577,3.747
137.781,2150,1577,3.74
137.831,2150.9999999999995,1577,3.745
137.881,2150,1577,3.738
137.931,2148,1577,3.725
137.981,2146,1577,3.714
138.031,2146,1577,3.712
138.081,2145,1577,3.707
138.131,2142.9999999999995,1577,3.691
138.181,2142.9999999999995,1577,3.697
138.231,2145,1577,3.708
138.281,2146,1577,3.714
138.331,2148,1577,3.724
138.381,2149,1577,3.734
138.431,2150,1577,3.737
138.481,2149,1577,3.735
138.531,2148,1577,3.726
138.581,2148,1577,3.725
138.631,2148,1577,3.728
138.681,2149,1577,3.734
138.731,2149,1577,3.734
138.781,2149,1577,3.733
138.831,2150.9999999999995,1577,3.744
138.881,2152,1577,3.753
138.931,2152,1577,3.754
138.981,2154,1577,3.768
139.031,2157,1577,3.782
139.081,2157,1577,3.785
139.131,2157,1577,3.786
139.181,2158.9999999999995,1577,3.796
139.231,2160,1577,3.807
139.281,2161,1577,3.813
139.331,2162,1577,3.819
139.381,2162,1577,3.82
139.431,2164,1577,3.828
139.481,2161,1577,3.811
139.531,2160,1577,3.803
139.581,2160,1577,3.803
139.631,2158,1577,3.789
139.681,2157,1577,3.783
139.731,2156,1577,3.778
139.781,2154,1577,3.765
139.831,2154.9999999999995,1577,3.773
139.881,2154,1577,3.764
139.931,2152,1577,3.755
139.981,2154,1577,3.764
140.031,2153,1577,3.762
140.081,2152,1577,3.751
140.131,2150.9999999999995,1577,3.749
140.181,2153,1577,3.761
140.231,2154,1577,3.765
140.281,2154,1577,3.765
140.331,2152,1577,3.755
140.381,2149,1577,3.735
140.431,2148,1577,3.727
140.481,2149,1577,3.734
140.531,2152,1577,3.751
140.581,2152,1577,3.755
140.631,2149,1577,3.736
140.681,2146.9999999999995,1577,3.722
140.731,2146,1577,3.716
140.781,2146,1577,3.711
140.831,2146,1577,3.714
140.881,2146,1577,3.716
140.931,2144,1577,3.703
140.981,2142.9999999999995,1577,3.693
141.031,2144,1577,3.703
141.081,2146,1577,3.712
141.131,2146.9999999999995,1577,3.718
141.181,2148,1577,3.729
141.231,2146.9999999999995,1577,3.72
141.281,2146,1577,3.714
141.331,2146,1577,3.71
141.381,2146,1577,3.711
141.431,2146,1577,3.716
141.481,2146,1577,3.714
141.531,2144,1577,3.698
141.581,2142.9999999999995,1577,3.692
141.631,2142,1577,3.686
141.681,2142,1577,3.685
141.731,2142,1577,3.688
141.781,2144,1577,3.701
141.831,2142,1577,3.689
141.881,2141,1577,3.679
141.931,2142,1577,3.688
141.981,2145,1577,3.706
142.031,2148,1577,3.725
142.081,2148,1577,3.729
142.131,2149,1577,3.735
142.181,2152,1577,3.753
142.231,2153,1577,3.756
142.281,2150.9999999999995,1577,3.747
142.331,2152,1577,3.752
142.381,2153,1577,3.759
142.431,2153,1577,3.759
142.481,2154,1577,3.763
142.531,2156,1577,3.779
142.581,2158,1577,3.794
142.631,2160,1577,3.803
142.681,2161,1577,3.811
142.731,2161,1577,3.809
142.781,2158.9999999999995,1577,3.797
142.831,2158,1577,3.79
142.881,2158,1577,3.791
142.931,2158,1577,3.793
142.981,2157,1577,3.785
143.031,2156,1577,3.78
143.081,2157,1577,3.786
143.131,2157,1577,3.787
143.181,2154,1577,3.769
143.231,2154,1577,3.767
143.281,2156,1577,3.781
143.331,2158,1577,3.791
143.381,2158,1577,3.795
143.431,2158.9999999999995,1577,3.796
143.481,2158,1577,3.789
143.531,2154.9999999999995,1577,3.775
143.581,2156,1577,3.779
143.631,2156,1577,3.777
143.681,2154,1577,3.765
143.731,2153,1577,3.762
143.781,2150.9999999999995,1577,3.749
143.831,2150.9999999999995,1577,3.744
143.881,2152,1577,3.755
143.931,2153,1577,3.76
143.981,2152,1577,3.755
144.031,2154,1577,3.764
144.081,2154.9999999999995,1577,3.774
144.131,2153,1577,3.758
144.181,2150,1577,3.737
144.231,2148,1577,3.729
144.281,2146.9999999999995,1577,3.72
144.331,2145,1577,3.707
144.381,2142.9999999999995,1577,3.692
144.431,2142.9999999999995,1577,3.694
144.481,2145,1577,3.707
144.531,2146,1577,3.711
144.581,2145,1577,3.706
144.631,2145,1577,3.706
144.681,2144,1577,3.7
144.731,2142.9999999999995,1577,3.693
144.781,2142.9999999999995,1577,3.692
144.831,2142.9999999999995,1577,3.697
144.881,2144,1577,3.699
144.931,2142.9999999999995,1577,3.695
144.981,2144,1577,3.698
145.031,2142.9999999999995,1577,3.697
145.081,2145,1577,3.706
145.131,2146,1577,3.714
145.181,2148,1577,3.725
145.231,2148,1577,3.728
145.281,2150,1577,3.738
145.331,2152,1577,3.752
145.381,2153,1577,3.758
145.431,2153,1577,3.759
145.481,2154,1577,3.765
145.531,2154.9999999999995,1577,3.771
145.581,2154,1577,3.769
145.631,2156,1577,3.777
145.681,2156,1577,3.78
145.731,2156,1577,3.78
145.781,2157,1577,3.787
145.831,2158,1577,3.79
145.881,2157,1577,3.785
145.931,2156,1577,3.776
145.981,2154.9999999999995,1577,3.773
146.031,2156,1577,3.78
146.081,2158,1577,3.795
146.131,2161,1577,3.812
146.181,2161,1577,3.81
146.231,2160,1577,3.808
146.281,2162,1577,3.82
146.331,2162,1577,3.816
146.381,2162,1577,3.818
146.431,2162,1577,3.817
146.481,2162.9999999999995,1577,3.823
146.531,2162.9999999999995,1577,3.825
146.581,2158.9999999999995,1577,3.801
146.631,2157,1577,3.786
146.681,2157,1577,3.785
146.731,2157,1577,3.782
146.781,2157,1577,3.783
146.831,2154.9999999999995,1577,3.772
146.881,2152,1577,3.752
146.931,2150.9999999999995,1577,3.748
146.981,2152,1577,3.751
147.031,2152,1577,3.753
147.081,2150.9999999999995,1577,3.749
147.131,2149,1577,3.734
147.181,2146,1577,3.716
147.231,2145,1577,3.707
147.281,2144,1577,3.703
147.331,2142.9999999999995,1577,3.696
147.381,2141,1577,3.681
147.431,2138.9999999999995,1577,3.669
147.481,2138,1577,3.66
147.531,2138,1577,3.664
147.581,2138.9999999999995,1577,3.666
147.631,2138,1577,3.662
147.681,2140,1577,3.675
147.731,2141,1577,3.681
147.781,2142,1577,3.686
147.831,2142.9999999999995,1577,3.696
147.881,2144,1577,3.699
147.931,2142.9999999999995,1577,3.692
147.981,2142,1577,3.685
148.031,2142,1577,3.688
148.081,2142,1577,3.688
148.131,2142,1577,3.688
148.181,2144,1577,3.698
148.231,2144,1577,3.7
148.281,2142,1577,3.691
148.331,2144,1577,3.698
148.381,2146.9999999999995,1577,3.718
148.431,2150,1577,3.74
148.481,2150,1577,3.738
148.531,2150,1577,3.74
148.581,2152,1577,3.75
148.631,2153,1577,3.76
148.681,2154.9999999999995,1577,3.772
148.731,2156,1577,3.778
148.781,2157,1577,3.785
148.831,2158,1577,3.793
148.881,2158,1577,3.791
148.931,2156,1577,3.777
148.981,2156,1577,3.778
149.031,2156,1577,3.779
149.081,2158,1577,3.794
149.131,2162,1577,3.819
149.181,2165,1577,3.834
149.231,2165,1577,3.839
149.281,2165,1577,3.839
149.331,2164,1577,3.83
149.381,2162.9999999999995,1577,3.826
149.431,2164,1577,3.83
149.481,2165,1577,3.839
149.531,2166,1577,3.843
149.581,2166,1577,3.846
149.631,2166.9999999999995,1577,3.848
149.681,2164,1577,3.829
149.731,2161,1577,3.814
149.781,2161,1577,3.809
149.831,2160,1577,3.804
149.881,2158.9999999999995,1577,3.797
149.931,2158.9999999999995,1577,3.798
149.981,2158,1577,3.794
