Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,30.9445,0,0,69.3425,84.19028,2.461706,0,0,0,0,0,0,89.9999,89.9999,0,0
0.010,S,0.010,0.010,0,0.4024099,0,32.22412,30.9445,0,0,69.326,84.19028,2.46444,1.33046754324701,1.33046754196194,0.0000584763255775068,6.56322503430997,0.01330468,0.0000005847633,89.9999,89.9999,0.0000665234,0.000000002923817
0.02,S,0.02,0.010,0,0.4024099,0,64.44825,30.94371,0.004087711,0,69.30951,84.19028,2.467175,34.8324036494412,34.8324036492449,0.000116948233800596,6.57316791998142,0.3616287,0.000001754246,89.9999,89.9999,0.00194119,0.00000001461886
0.03,S,0.03,0.010,0,0.4024099,0,96.67237,30.94132,0.004100105,0,69.29301,84.19028,2.46991,68.3454579189724,68.3454579187472,0.00017543954517282,6.64589969029292,1.045083,0.000003508641,89.9999,89.9999,0.008974749,0.0000000409333
0.04,S,0.04,0.010,0,0.4024099,0,128.8965,30.93735,0.004191343,0,69.27653,84.19028,2.472644,101.87048077289,101.870480772621,0.000233951747403465,6.88004620878362,2.063788,0.000005848158,89.9999,89.9999,0.0245191,0.00000008771729
0.05,S,0.05,0.010,0,0.4024099,0,161.1206,30.93179,0.00449188,0,69.26003,84.19028,2.475379,135.41250060085,135.412500600534,0.000292493613244843,7.39986368763736,3.417913,0.000008773094,89.9999,89.9999,0.05192761,0.0000001608235
0.05999999,S,0.05999999,0.010,0,0.4024099,0,193.3447,30.92464,0.005196278,0,69.24354,84.19028,2.478113,168.97650314027,168.976503139905,0.000351073847912456,8.31650611466163,5.107678,0.00001228383,89.9999,89.9999,0.09455556,0.0000002661081
0.06999999,S,0.06999999,0.010,0,0.4024099,0,225.5688,30.9159,0.006563363,0,69.22704,84.19028,2.480848,202.567369184074,202.56736918366,0.00040970096649599,9.69333016418604,7.133351,0.00001638084,89.9999,89.9999,0.1557607,0.0000004094315
0.07999999,S,0.07999999,0.010,0,0.4024098,0,257.793,30.90557,0.008916404,0,69.21055,84.19028,2.483582,236.190019302663,236.190019302199,0.000468383560512311,11.5427815632952,9.495251,0.00002106468,89.9999,89.9999,0.2389037,0.0000005966591
0.08999999,S,0.08999999,0.01033887,0,0.4030624,0,290.0171,30.89366,0.0126639,0,69.19405,84.19028,2.486317,269.849236705033,269.849236704518,0.000527129974770753,13.8478655050556,12.19374,0.00002633598,89.9999,89.9999,0.3473487,0.0000008336624
0.09999999,S,0.09999999,0.01240354,0,0.405143,0,322.2412,30.88015,0.01832092,0,69.17756,84.19028,2.489052,303.549684006428,303.549684005862,0.000585948347030043,16.5833021968026,15.22924,0.00003219546,89.9999,89.9999,0.4844636,0.00000112632
0.11,S,0.11,0.01485368,0,0.4048826,0,338.2431,30.86506,0.02625686,0,69.16107,84.19028,2.491786,320.386154983541,320.38615498295,0.000615333534245036,19.5666915229591,18.4331,0.0000383488,89.9999,89.9999,0.6527753,0.000001479041
0.12,S,0.12,0.01752592,0,0.4028942,0,354.245,30.84878,0.03637438,0,69.14458,84.19028,2.494521,337.250991936245,337.250991935629,0.000644768223735682,22.7719334631966,21.80561,0.00004479648,89.9999,89.9999,0.8539689,0.000001894767
0.13,S,0.13,0.02039687,0,0.3998483,0,370.2469,30.8317,0.04889481,0,69.12808,84.19028,2.497256,354.141085705421,354.141085704779,0.000674246999009802,26.1829684635968,25.34702,0.00005153895,89.9999,89.9999,1.089732,0.000002376444
0.14,S,0.14,0.02345216,0,0.3961973,0,386.2488,30.81384,0.06404931,0,69.11159,84.19028,2.49999,371.057404292749,371.057404292082,0.000703771542547805,29.7895962321434,29.05759,0.00005857666,89.9999,89.9999,1.361755,0.000002927022
0.15,S,0.15,0.02668265,0,0.3922302,0,402.2508,30.79519,0.08207906,0,69.09509,84.19028,2.502725,388.001175341637,388.001175340944,0.000733344003999553,33.5851469713733,32.9376,0.0000659101,89.9999,89.9999,1.671731,0.000003549456
0.16,S,0.16,0.03008237,0,0.3881281,0,408.2532,30.77575,0.1032353,0,69.0786,84.19028,2.505459,394.519563435629,394.519563434926,0.000744720733997791,37.4622062787155,36.88279,0.0000733573,89.9999,89.9999,2.020833,0.000004245793
0.17,S,0.17,0.03355511,0,0.3841074,0,414.2556,30.75577,0.1271143,0,69.0621,84.19028,2.508194,401.051011094116,401.051011093403,0.000756120262609092,41.416648647949,40.8933,0.00008091851,89.9999,89.9999,2.409714,0.000005017172
0.18,S,0.18,0.03709718,0,0.3802202,0,420.258,30.73549,0.1537928,0,69.04562,84.19028,2.510928,407.592248816378,407.592248815655,0.000767536874056114,45.4456559914973,44.96922,0.00008859388,89.9999,89.9999,2.839026,0.000005864734
0.19,S,0.19,0.04070605,0,0.3779846,0,426.2604,30.71492,0.1840793,0,69.02912,84.19028,2.513663,414.142633706964,414.142633706231,0.000778969453240766,49.5472799128654,49.11065,0.00009638357,89.9999,89.9999,3.309425,0.000006789621
0.2,S,0.2,0.04437998,0,0.3777354,0,432.2628,30.69405,0.2186595,0,69.01263,84.19028,2.516398,420.701653030125,420.701653029382,0.000790417101805788,53.7201176592599,53.31767,0.0001042877,89.9999,89.9999,3.821567,0.000007792978
0.21,S,0.21,0.04811772,0,0.3773098,0,429.8618,30.67288,0.2567482,0,68.99613,84.19028,2.519132,418.455735058064,418.455735057325,0.000786497235635856,57.8755878182658,57.50223,0.0001121527,89.9999,89.9999,4.375667,0.00000887518
0.22,S,0.22,0.05183992,0,0.3767691,0,427.4609,30.65163,0.2975744,0,68.97964,84.19028,2.521867,416.205137842742,416.205137842006,0.000782569200006808,62.0125853434652,61.66428,0.0001199784,89.9999,89.9999,4.971499,0.00001003584
0.23,S,0.23,0.0555456,0,0.3761529,0,425.0599,30.63049,0.3410727,0,68.96314,84.19028,2.524601,413.94692734248,413.946927341748,0.000778627882557287,66.1302572906892,65.80375,0.0001277647,89.9999,89.9999,5.608839,0.00001127455
0.24,S,0.24,0.05923399,0,0.3754882,0,422.6589,30.60948,0.3871798,0,68.94665,84.19028,2.527336,411.681078714525,411.681078713796,0.000774673229348184,70.2279305381578,69.92056,0.0001355114,89.9999,89.9999,6.28746,0.00001259093
0.25,S,0.25,0.06290449,0,0.374794,0,420.258,30.58858,0.4358339,0,68.93016,84.19028,2.530071,409.407779419416,409.407779418691,0.000770705574610263,74.3050775684753,74.01464,0.0001432185,89.9999,89.9999,7.007136,0.00001398458
0.26,S,0.26,0.06655664,0,0.3740837,0,419.6555,30.5678,0.4869749,0,68.91367,84.19028,2.532805,409.019977051336,409.019977050611,0.000770028731536097,78.3801234410412,78.10484,0.0001509188,89.9999,89.9999,7.767734,0.00001545527
0.27,S,0.27,0.07020693,0,0.3733635,0,419.053,30.54709,0.5407997,0,68.89717,84.19028,2.53554,408.627801350978,408.627801350254,0.00076934425483255,82.4527623979378,82.19112,0.0001586122,89.9999,89.9999,8.569213,0.00001700292
0.28,S,0.28,0.07385509,0,0.3726401,0,418.4505,30.52641,0.5972881,0,68.88068,84.19028,2.538274,408.231816000871,408.231816000147,0.000768653128710364,86.5227390373701,86.27344,0.0001662987,89.9999,89.9999,9.411535,0.00001862748
0.29,S,0.29,0.0775009,0,0.3719185,0,417.848,30.50576,0.6564217,0,68.86418,84.19028,2.541009,407.832110310483,407.83211030976,0.000767955512630671,90.5898369410229,90.35176,0.0001739783,89.9999,89.9999,10.29466,0.00002032886
0.3,S,0.3,0.08114417,0,0.3712022,0,417.2455,30.48515,0.718182,0,68.84769,84.19028,2.543744,407.428655319121,407.428655318399,0.000767251348950982,94.653880222742,94.42605,0.0001816508,89.9999,89.9999,11.21855,0.00002210701
0.31,S,0.31,0.08478472,0,0.3704939,0,416.2474,30.46456,0.7825513,0,68.83119,84.19028,2.546478,406.603620318925,406.603620318204,0.000765811392598046,98.7105265200802,98.49208,0.0001893089,89.9999,89.9999,12.18314,0.0000239618
0.32,S,0.32,0.08841871,0,0.3697961,0,415.2492,30.44401,0.8494421,0,68.8147,84.19028,2.549213,405.774220868854,405.774220868134,0.000764363818462497,102.75962146447,102.5498,0.0001969525,89.9999,89.9999,13.18835,0.00002589311
0.33,S,0.33,0.09204596,0,0.3691101,0,414.2511,30.42351,0.9188286,0,68.79821,84.19028,2.551947,404.940377813989,404.94037781327,0.000762908488277307,106.801066774948,106.5992,0.0002045816,89.9999,89.9999,14.2341,0.00002790078
0.3399999,S,0.3399999,0.09566638,0,0.3685586,0,413.253,30.40306,0.9910144,0,68.78172,84.19028,2.554682,404.101732775151,404.101732774434,0.000761444776551827,110.83470746847,110.6402,0.0002121961,89.9999,89.9999,15.32029,0.00002998467
0.3499999,S,0.3499999,0.09927987,0,0.3685457,0,412.2548,30.38266,1.067218,0,68.76522,84.19028,2.557416,403.256956897007,403.256956896291,0.000759970363995036,114.860479204909,114.6728,0.0002197958,89.9999,89.9999,16.44686,0.00003214463
0.3599999,S,0.3599999,0.1028863,0,0.3685328,0,409.2514,30.3623,1.146082,0,68.74873,84.19028,2.560151,400.28261332906,400.282613328348,0.000754779154265819,118.856959231592,118.6756,0.0002273436,89.9999,89.9999,17.6136,0.00003438033
0.3699999,S,0.3699999,0.1064666,0,0.3685201,0,406.2479,30.34205,1.227145,0,68.73223,84.19028,2.562886,397.300529865961,397.300529865254,0.000749574438421234,122.824093331787,122.6486,0.0002348393,89.9999,89.9999,18.82022,0.00003669124
0.3799999,S,0.3799999,0.1100207,0,0.3685025,0,403.2445,30.32195,1.310328,0,68.71574,84.19028,2.56562,394.31013642305,394.310136422347,0.000744355217449297,126.76173487065,126.5917,0.0002422829,89.9999,89.9999,20.06642,0.00003907685
0.3899999,S,0.3899999,0.1135483,0,0.36849,0,400.241,30.30199,1.3956,0,68.69925,84.19028,2.568355,391.311468421855,391.311468421157,0.000739121553150086,130.669743393758,130.5048,0.0002496741,89.9999,89.9999,21.3519,0.00004153664
0.3999999,S,0.3999999,0.1170495,0,0.3684775,0,397.2376,30.28218,1.48288,0,68.68275,84.19028,2.571089,388.304688691578,388.304688690885,0.000733873733286596,134.547983636788,134.3878,0.0002570128,89.9999,89.9999,22.67637,0.00004407007
0.4099999,S,0.4099999,0.120524,0,0.3684651,0,396.2394,30.26252,1.572104,0,68.66626,84.19028,2.573824,387.421782343971,387.421782343279,0.000732332770155276,138.417700645615,138.262,0.0002643362,89.9999,89.9999,24.03962,0.00004667682
0.4199999,S,0.4199999,0.123991,0,0.3684528,0,395.2412,30.24296,1.663722,0,68.64977,84.19028,2.576559,386.533826275983,386.533826275292,0.00073078299615776,142.278771112342,142.1273,0.000271644,89.9999,89.9999,25.44156,0.00004935672
0.4299999,S,0.4299999,0.1274503,0,0.3684404,0,394.2431,30.22345,1.757713,0,68.63327,84.19028,2.579293,385.641512801512,385.641512800823,0.000729225612989545,146.13117417363,145.9837,0.0002789363,89.9999,89.9999,26.88212,0.00005210962
0.4399998,S,0.4399998,0.1309018,0,0.3684282,0,393.2449,30.20398,1.854059,0,68.61678,84.19028,2.582028,384.744843437957,384.744843437269,0.000727660630421851,149.974791289749,149.8311,0.0002862129,89.9999,89.9999,28.36119,0.00005493537
0.4499998,S,0.4499998,0.1343456,0,0.3684159,0,392.2468,30.18457,1.952737,0,68.60028,84.19028,2.584762,383.843876578017,383.84387657733,0.000726088146807424,153.809605749308,153.6695,0.0002934738,89.9999,89.9999,29.8787,0.0000578338
0.4599998,S,0.4599998,0.1377815,0,0.3684037,0,391.2486,30.16521,2.053729,0,68.58379,84.19028,2.587497,382.938589483758,382.938589483073,0.000724508122479426,157.635602535799,157.4989,0.0003007189,89.9999,89.9999,31.43454,0.00006080476
0.4699998,S,0.4699998,0.1412095,0,0.3683915,0,390.2505,30.14589,2.157018,0,68.5673,84.19028,2.590231,382.029060796643,382.029060795959,0.000722920698245077,161.452668200783,161.3192,0.0003079481,89.9999,89.9999,33.02863,0.0000638481
0.4799998,S,0.4799998,0.1446297,0,0.3683794,0,389.2523,30.12662,2.262579,0,68.5508,84.19028,2.592966,381.11525632343,381.115256322747,0.000721325807302108,165.260790508098,165.1304,0.0003151614,89.9999,89.9999,34.66088,0.00006696365
0.4899998,S,0.4899998,0.1480418,0,0.3683673,0,388.2542,30.1074,2.370396,0,68.53431,84.19028,2.595701,380.197157006232,380.197157005551,0.000719723419937912,169.059858450903,168.9324,0.0003223586,89.9999,89.9999,36.33119,0.00007015125
0.4999998,S,0.4999998,0.1514459,0,0.3683552,0,387.256,30.08823,2.480446,0,68.51781,84.19028,2.598435,379.27487264902,379.27487264834,0.000718113731374679,172.849861958251,172.7252,0.0003295397,89.9999,89.9999,38.03948,0.00007341074
0.5099998,S,0.5099998,0.154842,0,0.3683431,0,386.9548,30.06911,2.592712,0,68.50132,84.19028,2.60117,379.094011733977,379.094011733297,0.000717798070292855,176.638086825527,176.5161,0.0003367177,89.9999,89.9999,39.78569,0.00007674203
0.5199998,S,0.5199998,0.1582365,0,0.3683311,0,386.6535,30.05003,2.707395,0,68.48483,84.19028,2.603904,378.909918863213,378.909918862534,0.000717476768055827,180.424625257743,180.3052,0.0003438925,89.9999,89.9999,41.56979,0.00008014508
0.5299998,S,0.5299998,0.1616296,0,0.368319,0,386.3523,30.03096,2.824496,0,68.46834,84.19028,2.606639,378.722792326043,378.722792325364,0.000717150170917635,184.20937024011,184.0924,0.000351064,89.9999,89.9999,43.39178,0.00008361986
0.5399998,S,0.5399998,0.1650211,0,0.368307,0,386.0511,30.0119,2.944007,0,68.45184,84.19028,2.609374,378.532660497111,378.532660496432,0.000716818328420482,187.992315262848,187.8777,0.0003582322,89.9999,89.9999,45.25163,0.00008716634
0.5499998,S,0.5499998,0.1684111,0,0.368295,0,385.7498,29.99286,3.065922,0,68.43535,84.19028,2.612108,378.339465549557,378.339465548879,0.000716481139617788,191.773454335732,191.6611,0.000365397,89.9999,89.9999,47.14933,0.00009078449
0.5599998,S,0.5599998,0.1717995,0,0.368283,0,385.4485,29.97383,3.190238,0,68.41885,84.19028,2.614843,378.143270367396,378.143270366718,0.000716138714262562,195.552681993646,195.4425,0.0003725584,89.9999,89.9999,49.08484,0.00009447426
0.5699998,S,0.5699998,0.1751863,0,0.368271,0,385.1473,29.95481,3.316947,0,68.40236,84.19028,2.617577,377.944046245055,377.944046244377,0.000715791002253832,199.329993132572,199.2219,0.0003797163,89.9999,89.9999,51.05817,0.00009823564
0.5799997,S,0.5799997,0.1785714,0,0.368259,0,384.8461,29.93582,3.446043,0,68.38586,84.19028,2.620312,377.74179358157,377.741793580892,0.000715438004287754,203.105383033115,202.9993,0.0003868707,89.9999,89.9999,53.06927,0.0001020686
0.5899997,S,0.5899997,0.1819549,0,0.368247,0,384.5448,29.91684,3.577521,0,68.36937,84.19028,2.623047,377.536512136929,377.536512136252,0.000715079719945132,206.878847324946,206.7747,0.0003940215,89.9999,89.9999,55.11814,0.000105973
0.5999997,S,0.5999997,0.1853368,0,0.3682351,0,384.2436,29.89787,3.711377,0,68.35288,84.19028,2.625781,377.328227139533,377.328227138856,0.000714716193277009,210.650282003683,210.548,0.0004011687,89.9999,89.9999,57.20475,0.000109949
0.6099997,S,0.6099997,0.1887168,0,0.3682231,0,384.1769,29.87891,3.847604,0,68.33639,84.19028,2.628516,377.36948097744,377.369480976763,0.000714788197471971,214.42218212898,214.3217,0.0004083166,89.9999,89.9999,59.3291,0.0001139964
0.6199997,S,0.6199997,0.1920974,0,0.3682112,0,384.1102,29.85997,3.986285,0,68.31989,84.19028,2.63125,377.408020088968,377.408020088291,0.000714855459875143,218.194544316637,218.0958,0.0004154652,89.9999,89.9999,61.49119,0.0001181153
0.6299997,S,0.6299997,0.1954785,0,0.3681992,0,384.0435,29.84103,4.127425,0,68.3034,84.19028,2.633985,377.443897921016,377.443897920339,0.000714918077448698,221.967265455504,221.8702,0.0004226144,89.9999,89.9999,63.69102,0.0001223057
0.6399997,S,0.6399997,0.1988599,0,0.3681872,0,383.9768,29.82209,4.271016,0,68.2869,84.19028,2.636719,377.477156999543,377.477156998866,0.000714976124394869,225.7404425543,225.645,0.0004297642,89.9999,89.9999,65.9286,0.0001265676
0.6499997,S,0.6499997,0.2022419,0,0.3681753,0,383.9101,29.80316,4.417064,0,68.27041,84.19028,2.639454,377.507745115296,377.507745114619,0.000715029513204557,229.513972902492,229.4201,0.0004369145,89.9999,89.9999,68.20392,0.000130901
0.6599997,S,0.6599997,0.2056242,0,0.3681633,0,383.8434,29.78423,4.565563,0,68.25391,84.19028,2.642189,377.535679628744,377.535679628067,0.00071507826695309,233.287853922137,233.1955,0.0004440653,89.9999,89.9999,70.517,0.0001353059
0.6699997,S,0.6699997,0.209007,0,0.3681514,0,383.7767,29.7653,4.716513,0,68.23743,84.19028,2.644923,377.560974891545,377.560974890868,0.000715122414319343,237.061983237364,236.9711,0.0004512165,89.9999,89.9999,72.86783,0.0001397823
0.6799996,S,0.6799996,0.21239,0,0.3681395,0,383.71,29.74637,4.869909,0,68.22093,84.19028,2.647658,377.583593886845,377.583593886168,0.000715161894297312,240.836358581328,240.7469,0.0004583681,89.9999,89.9999,75.25642,0.0001443302
0.6899996,S,0.6899996,0.2157734,0,0.3681275,0,383.6433,29.72745,5.025753,0,68.20444,84.19028,2.650392,377.603550113682,377.603550113005,0.00071519672320907,244.610977826836,244.5229,0.0004655201,89.9999,89.9999,77.68276,0.0001489497
0.6999996,S,0.6999996,0.219157,0,0.3681156,0,383.5766,29.70853,5.184041,0,68.18794,84.19028,2.653127,377.620796967952,377.620796967275,0.000715226823332944,248.385838975758,248.2991,0.0004726724,89.9999,89.9999,80.14687,0.0001536406
0.7099996,S,0.7099996,0.222541,0,0.3681037,0,383.5099,29.68962,5.344774,0,68.17145,84.19028,2.655862,377.635448102307,377.63544810163,0.000715252396676891,252.160940149391,252.0755,0.0004798249,89.9999,89.9999,82.64874,0.0001584031
0.7199996,S,0.7199996,0.2259253,0,0.3680917,0,383.4433,29.67071,5.50795,0,68.15495,84.19028,2.658596,377.647391435011,377.647391434334,0.000715273240349773,255.936179612557,255.852,0.0004869776,89.9999,89.9999,85.18838,0.0001632371
0.7299996,S,0.7299996,0.2293097,0,0.3680798,0,383.3766,29.6518,5.673564,0,68.13846,84.19028,2.661331,377.656668426084,377.656668425407,0.00071528943398911,259.71155569695,259.6286,0.0004941305,89.9999,89.9999,87.76578,0.0001681427
0.7399996,S,0.7399996,0.2326944,0,0.3680679,0,383.3099,29.63289,5.841617,0,68.12197,84.19028,2.664065,377.663266315504,377.663266314827,0.000715300948043575,263.486966860812,263.4052,0.0005012835,89.9999,89.9999,90.38094,0.0001731198
0.7499996,S,0.7499996,0.2360792,0,0.368056,0,383.2432,29.61399,6.012101,0,68.10548,84.19028,2.6668,377.667178452361,377.667178451684,0.000715307774534504,267.262511587357,267.1819,0.0005084366,89.9999,89.9999,93.03388,0.0001781684
0.7599996,S,0.7599996,0.2394643,0,0.368044,0,383.1765,29.59509,6.185019,0,68.08898,84.19028,2.669534,377.668386800307,377.66838679963,0.000715309885621168,271.038088504614,270.9586,0.0005155897,89.9999,89.9999,95.72459,0.0001832885
0.7699996,S,0.7699996,0.2428494,0,0.3680321,0,383.1098,29.5762,6.360368,0,68.07249,84.19028,2.672269,377.666908170524,377.666908169847,0.00071530730336943,274.813696285805,274.7353,0.0005227428,89.9999,89.9999,98.45306,0.0001884801
0.7799996,S,0.7799996,0.2462347,0,0.3680202,0,383.0431,29.55731,6.538146,0,68.05599,84.19028,2.675004,377.66274773342,377.662747732743,0.00071530004410274,278.589233703831,278.5119,0.0005298958,89.9999,89.9999,101.2193,0.0001937433
0.7899995,S,0.7899995,0.24962,0,0.3680083,0,382.9764,29.53842,6.718347,0,68.0395,84.19028,2.677738,377.65589903356,377.655899032883,0.000715288089250077,282.364799541704,282.2885,0.0005370487,89.9999,89.9999,104.0233,0.0001990781
0.7999995,S,0.7999995,0.2530054,0,0.3680496,0,382.9097,29.51953,6.901969,0,68.023,84.19028,2.680473,377.645283770356,377.645283769679,0.000715269564110925,286.140292700753,286.065,0.0005442013,89.9999,89.9999,106.8651,0.0002044843
0.8099995,S,0.8099995,0.2563908,0,0.3680975,0,382.843,29.50065,7.088193,0,68.00652,84.19028,2.683208,377.631706482327,377.63170648165,0.000715245865576058,289.91561213818,289.8413,0.0005513537,89.9999,89.9999,109.7446,0.0002099621
0.8199995,S,0.8199995,0.2597762,0,0.3681455,0,382.7763,29.48177,7.276893,0,67.99002,84.19028,2.685942,377.61541532491,377.615415324233,0.000715217430423772,293.690856813599,293.6175,0.0005585058,89.9999,89.9999,112.6619,0.0002155114
0.8299995,S,0.8299995,0.2631617,0,0.3681935,0,382.7096,29.4629,7.468069,0,67.97353,84.19028,2.688677,377.596338081864,377.596338081187,0.000715184136248187,297.465925789479,297.3935,0.0005656577,89.9999,89.9999,115.6169,0.0002211322
0.8399995,S,0.8399995,0.2665471,0,0.3682415,0,382.6429,29.44403,7.661723,0,67.95703,84.19028,2.691411,377.574484901508,377.574484900831,0.000715145993453644,301.240818150383,301.1693,0.0005728091,89.9999,89.9999,118.6098,0.0002268245
0.8499995,S,0.8499995,0.2699324,0,0.3682895,0,382.5763,29.42516,7.857849,0,67.94054,84.19028,2.694146,377.549898673211,377.549898672534,0.000715103084228348,305.015433049441,304.9448,0.0005799601,89.9999,89.9999,121.6403,0.0002325884
0.8599995,S,0.8599995,0.2733176,0,0.3683375,0,382.5096,29.40629,8.056441,0,67.92404,84.19028,2.69688,377.522468842431,377.522468841754,0.000715055208281277,308.789769657559,308.72,0.0005871107,89.9999,89.9999,124.7086,0.0002384237
0.8699995,S,0.8699995,0.2767027,0,0.3683855,0,382.4429,29.38743,8.257498,0,67.90755,84.19028,2.699615,377.492339044661,377.492339043984,0.000715002623645196,312.563827185812,312.4949,0.0005942608,89.9999,89.9999,127.8147,0.0002443306
0.8799995,S,0.8799995,0.2800876,0,0.3684335,0,382.3762,29.36857,8.461023,0,67.89106,84.19028,2.702349,377.459359336689,377.459359336012,0.000714945061253639,316.337604883039,316.2695,0.0006014103,89.9999,89.9999,130.9585,0.0002503089
0.8899994,S,0.8899994,0.2834723,0,0.3684815,0,382.3095,29.34971,8.667014,0,67.87457,84.19028,2.705084,377.423601813698,377.423601813021,0.000714882654307208,320.111002054638,320.0437,0.0006085591,89.9999,89.9999,134.1401,0.0002563588
0.8999994,S,0.8999994,0.2868569,0,0.3685295,0,382.2428,29.33086,8.875462,0,67.85807,84.19028,2.707819,377.385081483423,377.385081482746,0.000714815425315028,323.88411799644,323.8176,0.0006157072,89.9999,89.9999,137.3594,0.0002624801
0.9099994,S,0.9099994,0.2902413,0,0.3685775,0,381.9685,29.31201,9.08637,0,67.84158,84.19028,2.710553,377.115882787887,377.11588278721,0.000714345582924636,327.654452559461,327.5887,0.0006228507,89.9999,89.9999,140.6164,0.0002686729
0.9199994,S,0.9199994,0.2936233,0,0.3686254,0,381.6943,29.29317,9.299602,0,67.82508,84.19028,2.713288,376.843705469773,376.843705469097,0.000713870545451342,331.422105069161,331.3571,0.0006299894,89.9999,89.9999,143.9112,0.0002749371
0.9299994,S,0.9299994,0.2970031,0,0.3686734,0,381.42,29.27435,9.515153,0,67.80859,84.19028,2.716022,376.568416096934,376.568416096258,0.000713390072602214,335.187074902291,335.1228,0.0006371232,89.9999,89.9999,147.2436,0.0002812727
0.9399994,S,0.9399994,0.3003805,0,0.3687213,0,381.1457,29.25553,9.733015,0,67.79209,84.19028,2.718757,376.290034055632,376.290034054957,0.000712904205567194,338.949261482884,338.8857,0.0006442522,89.9999,89.9999,150.6136,0.0002876795
0.9499994,S,0.9499994,0.3037556,0,0.3687692,0,380.8715,29.23673,9.953178,0,67.7756,84.19028,2.721492,376.008580591172,376.008580590497,0.000712412977729923,342.708664241898,342.6458,0.0006513764,89.9999,89.9999,154.0213,0.0002941577
0.9599994,S,0.9599994,0.3071283,0,0.368817,0,380.5972,29.21795,10.17565,0,67.75911,84.19028,2.724226,375.724045266261,375.724045265587,0.000711916367227773,346.465182653733,346.403,0.0006584955,89.9999,89.9999,157.4665,0.000300707
0.9699994,S,0.9699994,0.3104984,0,0.3688649,0,380.3229,29.19917,10.40039,0,67.74261,84.19028,2.726961,375.436441380443,375.436441379769,0.000711414404601696,350.218916180205,350.1574,0.0006656097,89.9999,89.9999,160.9493,0.0003073276
0.9799994,S,0.9799994,0.3138663,0,0.3689126,0,380.0486,29.18041,10.62742,0,67.72612,84.19028,2.729695,375.145727524593,375.145727523919,0.000710907013915476,353.969764341835,353.9089,0.0006727188,89.9999,89.9999,164.4696,0.0003140192
0.9899994,S,0.9899994,0.3172317,0,0.3689604,0,379.7744,29.16167,10.85673,0,67.70963,84.19028,2.73243,374.852002859427,374.852002858754,0.00071039436825691,357.717626679234,357.6574,0.0006798228,89.9999,89.9999,168.0275,0.0003207819
0.9999993,S,0.9999993,0.3205945,0,0.3690081,0,379.5001,29.14293,11.08829,0,67.69313,84.19028,2.735165,374.555194786505,374.555194785832,0.000709876340877619,361.462602719085,361.403,0.0006869216,89.9999,89.9999,171.6228,0.0003276156
1.009999,S,1.009999,0.3239549,0,0.3690558,0,379.4579,29.12422,11.32211,0,67.67664,84.19028,2.737899,374.511606328962,374.511606328289,0.000709800264947694,365.207091637397,365.1481,0.0006940196,89.9999,89.9999,175.2555,0.0003345204
1.019999,S,1.019999,0.327315,0,0.3691035,0,379.4156,29.1055,11.55835,0,67.66015,84.19028,2.740634,374.465196715548,374.465196714875,0.000709719265092366,368.951193023748,368.8928,0.0007011168,89.9999,89.9999,178.9257,0.0003414961
1.029999,S,1.029999,0.3306749,0,0.3691512,0,379.3733,29.0868,11.79699,0,67.64365,84.19028,2.743368,374.416027353356,374.416027352684,0.000709633448547145,372.694806515956,372.637,0.0007082131,89.9999,89.9999,182.6334,0.0003485427
1.039999,S,1.039999,0.3340344,0,0.3691989,0,379.3311,29.06809,12.03804,0,67.62716,84.19028,2.746103,374.364109331433,374.364109330761,0.000709542834666027,376.437831765716,376.3806,0.0007153085,89.9999,89.9999,186.3785,0.0003556603
1.049999,S,1.049999,0.3373936,0,0.3692467,0,379.2888,29.04938,12.28148,0,67.61066,84.19028,2.748837,374.309418764751,374.309418764079,0.000709447378054668,380.180368408125,380.1237,0.0007224029,89.9999,89.9999,190.161,0.0003628489
1.059999,S,1.059999,0.3407524,0,0.3692943,0,379.2465,29.03068,12.52733,0,67.59417,84.19028,2.751572,374.25196905545,374.251969054778,0.000709347109495867,383.922316122429,383.8662,0.0007294964,89.9999,89.9999,193.9809,0.0003701083
1.069999,S,1.069999,0.3441108,0,0.369342,0,379.2043,29.01198,12.77557,0,67.57767,84.19028,2.754307,374.191763101459,374.191763100787,0.000709242030362774,387.663674585443,387.6081,0.0007365888,89.9999,89.9999,197.8383,0.0003774388
1.079999,S,1.079999,0.3474689,0,0.3693897,0,379.162,28.99328,13.0262,0,67.56118,84.19028,2.757041,374.128824194737,374.128824194065,0.000709132181327576,391.404443486444,391.3494,0.0007436801,89.9999,89.9999,201.7331,0.0003848401
1.089999,S,1.089999,0.3508266,0,0.3694374,0,379.1197,28.97459,13.27922,0,67.54469,84.19028,2.759776,374.063100009281,374.063100008609,0.000709017471023972,395.144522540364,395.09,0.0007507703,89.9999,89.9999,205.6653,0.0003923124
