Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
12.38019,S,12.38019,0.3548569,0.008733095,0.3694949,0.001484716,0,24.9435,10.33032,0.04141161,62.08528,84.19028,3.664925,-45.4967599782643,-45.49586,-0.2861667,384.555839630628,384.3265,6.715915,88.02985,88.99889,8008.35,93.16779
12.39019,S,12.39019,0.3544427,0.008756762,0.369489,0.001489396,0,24.9435,10.30453,0.04143903,62.08528,84.19028,3.664925,-45.4634883119462,-45.46259,-0.2857971,384.101412262127,383.8719,6.713057,88.02796,88.99813,8012.189,93.23493
12.40019,S,12.40019,0.3540289,0.008783876,0.3694831,0.001493432,0,24.9435,10.27879,0.04144818,62.08528,84.19028,3.664925,-45.430286499687,-45.42939,-0.2854044,383.647285292831,383.4176,6.710203,88.02607,88.99737,8016.023,93.30205
12.41019,S,12.41019,0.3536152,0.008807222,0.3694773,0.001498058,0,24.9435,10.25311,0.0414733,62.08528,84.19028,3.664925,-45.397164827862,-45.39627,-0.2850342,383.193558647157,382.9637,6.707353,88.02417,88.9966,8019.853,93.36913
12.42019,S,12.42019,0.353202,0.008834272,0.3694714,0.00150204,0,24.9435,10.22748,0.04148021,62.08528,84.19028,3.664925,-45.3641130002506,-45.36322,-0.2846393,382.74013238573,382.5101,6.704507,88.02227,88.99584,8023.678,93.4362
12.43019,S,12.43019,0.3527891,0.008857972,0.3694655,0.001506654,0,24.9435,10.20191,0.04150422,62.08528,84.19028,3.664925,-45.3311213233579,-45.33023,-0.2842685,382.287006492877,382.0568,6.701664,88.02037,88.99508,8027.499,93.50323
12.44019,S,12.44019,0.3523763,0.008885234,0.3694597,0.001510697,0,24.9435,10.17639,0.04151208,62.08528,84.19028,3.664925,-45.2981995159546,-45.29731,-0.283877,381.834180985987,381.6038,6.698825,88.01846,88.99431,8031.314,93.57023
12.45019,S,12.45019,0.3519638,0.008908668,0.3694538,0.001515348,0,24.9435,10.15092,0.0415363,62.08528,84.19028,3.664925,-45.2653578423937,-45.26447,-0.283507,381.381755822062,381.1512,6.69599,88.01655,88.99354,8035.126,93.6372
12.46019,S,12.46019,0.3515518,0.008935836,0.369448,0.001519345,0,24.9435,10.12551,0.04154223,62.08528,84.19028,3.664925,-45.2325760330519,-45.23169,-0.2831154,380.929631045655,380.6989,6.693159,88.01464,88.99277,8038.933,93.70415
12.47019,S,12.47019,0.3511399,0.008966603,0.3694421,0.00152398,0,24.9435,10.10016,0.04156522,62.08528,84.19028,3.664925,-45.1998643532171,-45.19898,-0.2827446,380.477806624428,380.2469,6.690331,88.01273,88.992,8042.735,93.77106
12.48019,S,12.48019,0.3507283,0.008994044,0.3694363,0.001529228,0,24.9435,10.07485,0.04160447,62.08528,84.19028,3.664925,-45.1672328156006,-45.16635,-0.2823967,380.026282609045,379.7952,6.687507,88.0108,88.99123,8046.533,93.83795
12.49019,S,12.49019,0.350317,0.0090246,0.3694304,0.001533908,0,24.9435,10.0496,0.04162784,62.08528,84.19028,3.664925,-45.1346511499901,-45.13377,-0.2820284,379.575158922875,379.3439,6.684687,88.00889,88.99046,8050.327,93.90482
12.50019,S,12.50019,0.349906,0.009051789,0.3694246,0.001539121,0,24.9435,10.0244,0.04166516,62.08528,84.19028,3.664925,-45.102149609573,-45.10127,-0.2816803,379.124335594176,378.8929,6.68187,88.00696,88.98968,8054.116,93.97165
12.51019,S,12.51019,0.3494953,0.009082822,0.3694188,0.001543758,0,24.9435,9.999261,0.0416865,62.08528,84.19028,3.664925,-45.0697279313664,-45.06885,-0.2813103,378.673812673768,378.4422,6.679057,88.00504,88.9889,8057.9,94.03845
12.52019,S,12.52019,0.3490849,0.009110648,0.3694129,0.001549052,0,24.9435,9.974171,0.04172511,62.08528,84.19028,3.664925,-45.0373564025274,-45.03648,-0.2809643,378.223590145899,377.9918,6.676248,88.0031,88.98812,8061.68,94.10523
12.53019,S,12.53019,0.3486747,0.00914196,0.3694071,0.001553798,0,24.9435,9.949132,0.04174849,62.08528,84.19028,3.664925,-45.0050547530755,-45.00418,-0.2805991,377.773667978051,377.5417,6.673442,88.00117,88.98734,8065.455,94.17198
12.54019,S,12.54019,0.3482648,0.009169502,0.3694013,0.001559139,0,24.9435,9.924149,0.04178743,62.08528,84.19028,3.664925,-44.9728332297874,-44.97196,-0.2802543,377.324146159671,377.092,6.67064,87.99923,88.98656,8069.226,94.2387
12.55019,S,12.55019,0.3478552,0.009200706,0.3693955,0.001563838,0,24.9435,9.89922,0.04180867,62.08528,84.19028,3.664925,-44.9406715756275,-44.9398,-0.2798886,376.87492470277,376.6426,6.667841,87.99729,88.98578,8072.993,94.3054
12.56019,S,12.56019,0.3474458,0.009228804,0.3693897,0.00156916,0,24.9435,9.874342,0.04184614,62.08528,84.19028,3.664925,-44.9085800433427,-44.90771,-0.2795426,376.426003658422,376.1935,6.665046,87.99534,88.98499,8076.754,94.37206
12.57019,S,12.57019,0.3470367,0.009259854,0.3693839,0.001573953,0,24.9435,9.849513,0.04186905,62.08528,84.19028,3.664925,-44.8765584037961,-44.87569,-0.2791795,375.977482898601,375.7448,6.662254,87.99339,88.98421,8080.512,94.4387
12.58019,S,12.58019,0.346628,0.00928783,0.3693781,0.001579249,0,24.9435,9.824746,0.0419049,62.08528,84.19028,3.664925,-44.844616870866,-44.84375,-0.2788337,375.529262519288,375.2964,6.659465,87.99144,88.98342,8084.265,94.50531
12.59019,S,12.59019,0.3462196,0.009312562,0.3693722,0.001584022,0,24.9435,9.800028,0.0419264,62.08528,84.19028,3.664925,-44.8127252330533,-44.81186,-0.2784711,375.081342554955,374.8483,6.65668,87.98948,88.98264,8088.013,94.57189
12.60019,S,12.60019,0.3458114,0.009340975,0.3693665,0.001588241,0,24.9435,9.775359,0.04193287,62.08528,84.19028,3.664925,-44.780903465943,-44.78004,-0.2780878,374.633722989739,374.4005,6.653899,87.98752,88.98184,8091.757,94.63844
12.61019,S,12.61019,0.3454035,0.009366415,0.3693607,0.001593088,0,24.9435,9.750744,0.04195552,62.08528,84.19028,3.664925,-44.7491518391323,-44.74829,-0.2777272,374.186403824554,373.953,6.651122,87.98556,88.98105,8095.497,94.70497
12.62019,S,12.62019,0.3449958,0.009395555,0.3693549,0.001597428,0,24.9435,9.72618,0.04196443,62.08528,84.19028,3.664925,-44.7174701042703,-44.71661,-0.2773493,373.739385060315,373.5058,6.648349,87.98359,88.98025,8099.232,94.77147
12.63019,S,12.63019,0.3445884,0.009421003,0.3693491,0.001602398,0,24.9435,9.701667,0.04198955,62.08528,84.19028,3.664925,-44.6858485090765,-44.68499,-0.276994,373.292766618445,373.059,6.645579,87.98161,88.97945,8102.962,94.83794
12.64019,S,12.64019,0.3441813,0.009450239,0.3693433,0.001606739,0,24.9435,9.677209,0.04199776,62.08528,84.19028,3.664925,-44.654306771053,-44.65345,-0.2766158,372.846448595969,372.6125,6.642813,87.97964,88.97866,8106.688,94.90438
12.65019,S,12.65019,0.3437745,0.009476149,0.3693375,0.001611726,0,24.9435,9.652805,0.04202249,62.08528,84.19028,3.664925,-44.6228251762539,-44.62197,-0.2762608,372.400430926236,372.1663,6.64005,87.97766,88.97786,8110.41,94.97079
12.66019,S,12.66019,0.343368,0.009505863,0.3693318,0.001616146,0,24.9435,9.628447,0.042032,62.08528,84.19028,3.664925,-44.5914034602302,-44.59055,-0.2758863,371.954713677711,371.7204,6.637291,87.97568,88.97706,8114.127,95.03718
12.67019,S,12.67019,0.3429617,0.009532487,0.369326,0.001621215,0,24.9435,9.604142,0.04205799,62.08528,84.19028,3.664925,-44.5600518777708,-44.5592,-0.2755335,371.509296834433,371.2748,6.634536,87.97369,88.97625,8117.84,95.10354
12.68019,S,12.68019,0.3425557,0.009562953,0.3693202,0.001625757,0,24.9435,9.579892,0.04206993,62.08528,84.19028,3.664925,-44.5287701931953,-44.52792,-0.2751643,371.064180380374,370.8295,6.631784,87.9717,88.97546,8121.549,95.16987
12.6902,S,12.6902,0.3421499,0.009590347,0.3693145,0.001630953,0,24.9435,9.555685,0.04209836,62.08528,84.19028,3.664925,-44.4975486316852,-44.4967,-0.2748151,370.619364333392,370.3845,6.629036,87.96971,88.97465,8125.252,95.23618
12.7002,S,12.7002,0.3417444,0.00962136,0.3693087,0.001635626,0,24.9435,9.531533,0.04211287,62.08528,84.19028,3.664925,-44.4663969706351,-44.46555,-0.2744499,370.174848660441,369.9398,6.626291,87.96771,88.97384,8128.952,95.30245
12.7102,S,12.7102,0.3413392,0.009648716,0.369303,0.001640916,0,24.9435,9.50743,0.04214288,62.08528,84.19028,3.664925,-44.4352954326745,-44.43445,-0.2741047,369.730733349754,369.4955,6.62355,87.96571,88.97303,8132.646,95.3687
12.7202,S,12.7202,0.3409343,0.009679873,0.3692972,0.001645583,0,24.9435,9.483387,0.04215646,62.08528,84.19028,3.664925,-44.4042937762086,-44.40345,-0.2737405,369.286918414623,369.0515,6.620812,87.96371,88.97222,8136.337,95.43492
12.7302,S,12.7302,0.3405297,0.009708232,0.3692915,0.001650898,0,24.9435,9.459388,0.04218619,62.08528,84.19028,3.664925,-44.3733322391826,-44.37249,-0.2733957,368.843403907009,368.6078,6.618078,87.9617,88.97141,8140.023,95.50111
12.7402,S,12.7402,0.3401253,0.009740147,0.3692857,0.001655735,0,24.9435,9.435443,0.04220328,62.08528,84.19028,3.664925,-44.3424406126944,-44.3416,-0.2730365,368.400189793792,368.1644,6.615348,87.95969,88.97059,8143.705,95.56728
12.7502,S,12.7502,0.3397212,0.009768963,0.36928,0.001661179,0,24.9435,9.411544,0.0422354,62.08528,84.19028,3.664925,-44.3116191147562,-44.31078,-0.2726983,367.957276075869,367.7213,6.612621,87.95768,88.96978,8147.382,95.63342
12.7602,S,12.7602,0.3393174,0.009801839,0.3692743,0.001666095,0,24.9435,9.387695,0.04225366,62.08528,84.19028,3.664925,-44.2808474995099,-44.28001,-0.2723411,367.514662788321,367.2785,6.609898,87.95567,88.96896,8151.055,95.69954
12.7702,S,12.7702,0.3389138,0.00983156,0.3692685,0.001671703,0,24.9435,9.363899,0.04228903,62.08528,84.19028,3.664925,-44.2501560302974,-44.24932,-0.2720078,367.072349880826,366.836,6.607178,87.95364,88.96815,8154.723,95.76562
12.7802,S,12.7802,0.3385105,0.009865114,0.3692628,0.001676773,0,24.9435,9.340154,0.0423103,62.08528,84.19028,3.664925,-44.2195344410517,-44.2187,-0.2716551,366.630337388489,366.3938,6.604462,87.95162,88.96732,8158.387,95.83168
12.7902,S,12.7902,0.3381074,0.00989553,0.3692571,0.001682496,0,24.9435,9.316455,0.04234761,62.08528,84.19028,3.664925,-44.188962997605,-44.18813,-0.2713262,366.18862527798,365.9519,6.601749,87.94959,88.9665,8162.047,95.89771
12.8002,S,12.8002,0.3377046,0.009929722,0.3692514,0.001687685,0,24.9435,9.29281,0.042371,62.08528,84.19028,3.664925,-44.1584614360801,-44.15763,-0.2709782,365.747213567318,365.5103,6.599039,87.94756,88.96568,8165.702,95.96371
12.8102,S,12.8102,0.3373021,0.009961114,0.3692456,0.001693517,0,24.9435,9.269209,0.04241003,62.08528,84.19028,3.664925,-44.1280200083273,-44.12719,-0.2706521,365.30610227459,365.069,6.596333,87.94553,88.96485,8169.353,96.02969
12.8202,S,12.8202,0.3368998,0.009996225,0.3692399,0.001698872,0,24.9435,9.245659,0.04243665,62.08528,84.19028,3.664925,-44.0976384744519,-44.09681,-0.2703088,364.865291366374,364.628,6.59363,87.9435,88.96403,8173,96.09564
12.8302,S,12.8302,0.3364978,0.01002831,0.3692342,0.001704861,0,24.9435,9.222158,0.04247861,62.08528,84.19028,3.664925,-44.0673170717287,-44.06649,-0.269987,364.424780860746,364.1873,6.59093,87.94145,88.9632,8176.642,96.16157
12.8402,S,12.8402,0.336096,0.01005729,0.3692285,0.001710334,0,24.9435,9.198711,0.04250723,62.08528,84.19028,3.664925,-44.0370755736248,-44.03625,-0.2696498,363.984570741395,363.7469,6.588233,87.9394,88.96236,8180.279,96.22746
12.8502,S,12.8502,0.3356945,0.01009018,0.3692228,0.001715279,0,24.9435,9.175311,0.04252229,62.08528,84.19028,3.664925,-44.0068939598743,-44.00607,-0.2692938,363.544661043684,363.3068,6.58554,87.93736,88.96153,8183.913,96.29333
12.8602,S,12.8602,0.3352933,0.01012005,0.3692172,0.001720888,0,24.9435,9.151959,0.04255336,62.08528,84.19028,3.664925,-43.9767724832721,-43.97595,-0.2689603,363.105051751326,362.867,6.58285,87.9353,88.9607,8187.542,96.35918
12.8702,S,12.8702,0.3348923,0.01015332,0.3692114,0.001725985,0,24.9435,9.128654,0.04257135,62.08528,84.19028,3.664925,-43.946710903368,-43.94589,-0.26861,362.665842816834,362.4276,6.580164,87.93324,88.95986,8191.166,96.425
12.8802,S,12.8802,0.3344917,0.0101837,0.3692058,0.00173166,0,24.9435,9.105403,0.04260312,62.08528,84.19028,3.664925,-43.9167194425177,-43.9159,-0.2682793,362.226934272022,361.9885,6.577481,87.93118,88.95903,8194.786,96.49078
12.8902,S,12.8902,0.3340914,0.01021845,0.3692001,0.001736842,0,24.9435,9.082204,0.04262233,62.08528,84.19028,3.664925,-43.8867978752372,-43.88598,-0.2679313,361.78822620104,361.5496,6.574801,87.92912,88.95818,8198.401,96.55654
12.9002,S,12.9002,0.3336912,0.01025032,0.3691944,0.00174277,0,24.9435,9.05905,0.04265937,62.08528,84.19028,3.664925,-43.8569264583573,-43.85611,-0.267608,361.349818556465,361.111,6.572125,87.92705,88.95734,8202.013,96.62228
12.9102,S,12.9102,0.3332912,0.01028598,0.3691887,0.001748205,0,24.9435,9.035944,0.04268388,62.08528,84.19028,3.664925,-43.8271249430544,-43.82631,-0.2672687,360.911711304583,360.6727,6.569452,87.92498,88.9565,8205.619,96.68798
12.9202,S,12.9202,0.3328916,0.01031869,0.3691831,0.001754288,0,24.9435,9.012883,0.04272368,62.08528,84.19028,3.664925,-43.7973735492867,-43.79656,-0.2669494,360.473904463651,360.2347,6.566782,87.9229,88.95566,8209.222,96.75366
12.9302,S,12.9302,0.3324922,0.01034871,0.3691774,0.001759868,0,24.9435,8.989874,0.04275076,62.08528,84.19028,3.664925,-43.7676920644966,-43.76688,-0.2666153,360.036398051995,359.797,6.564116,87.92081,88.95481,8212.819,96.81931
12.9402,S,12.9402,0.332093,0.01038256,0.3691717,0.00176499,0,24.9435,8.966911,0.04276625,62.08528,84.19028,3.664925,-43.7380704896389,-43.73726,-0.2662665,359.599192035807,359.3596,6.561453,87.91873,88.95396,8216.413,96.88494
12.9502,S,12.9502,0.3316941,0.01041364,0.369166,0.001770764,0,24.9435,8.944,0.04279714,62.08528,84.19028,3.664925,-43.7085190376424,-43.70771,-0.265938,359.162286468245,358.9225,6.558794,87.91664,88.95312,8220.002,96.95054
12.9602,S,12.9602,0.3312955,0.01044855,0.3691604,0.001776065,0,24.9435,8.921133,0.04281612,62.08528,84.19028,3.664925,-43.6790274913986,-43.67822,-0.2655941,358.725681298047,358.4857,6.556138,87.91455,88.95226,8223.587,97.01611
12.9702,S,12.9702,0.3308971,0.01048049,0.3691547,0.001782021,0,24.9435,8.898315,0.04285043,62.08528,84.19028,3.664925,-43.6495860761162,-43.64878,-0.2652718,358.289376526114,358.0492,6.553485,87.91246,88.95141,8227.167,97.08167
12.9802,S,12.9802,0.3304991,0.01051651,0.3691491,0.001787469,0,24.9435,8.875546,0.04287205,62.08528,84.19028,3.664925,-43.6202245614331,-43.61942,-0.2649333,357.853372205771,357.613,6.550836,87.91036,88.95055,8230.743,97.14719
12.9902,S,12.9902,0.3301012,0.01054975,0.3691434,0.001793614,0,24.9435,8.852828,0.04290991,62.08528,84.19028,3.664925,-43.5909131769263,-43.59011,-0.2646163,357.417668285605,357.1771,6.54819,87.90826,88.94971,8234.314,97.21268
13.0002,S,13.0002,0.3297036,0.01058004,0.3691378,0.001799284,0,24.9435,8.830153,0.0429359,62.08528,84.19028,3.664925,-43.561661698326,-43.56086,-0.2642839,356.982264766525,356.7415,6.545547,87.90614,88.94884,8237.882,97.27815
13.0102,S,13.0102,0.3293063,0.01061426,0.3691322,0.00180445,0,24.9435,8.807528,0.04294946,62.08528,84.19028,3.664925,-43.5324801322868,-43.53168,-0.2639372,356.547161702023,356.3062,6.542908,87.90404,88.94799,8241.445,97.3436
13.0202,S,13.0202,0.3289092,0.01064591,0.3691265,0.001810288,0,24.9435,8.784949,0.04297855,62.08528,84.19028,3.664925,-43.5033586803291,-43.50256,-0.2636094,356.112359040535,355.8712,6.540272,87.90192,88.94712,8245.004,97.40901
13.0302,S,13.0302,0.3285125,0.01068143,0.3691209,0.001815686,0,24.9435,8.762424,0.04299678,62.08528,84.19028,3.664925,-43.4742971611828,-43.4735,-0.2632706,355.677856818103,355.4365,6.53764,87.8998,88.94626,8248.559,97.4744
13.0402,S,13.0402,0.3281159,0.01071458,0.3691153,0.001821746,0,24.9435,8.739939,0.04303015,62.08528,84.19028,3.664925,-43.4452957529084,-43.4445,-0.2629502,355.243555068587,355.002,6.535011,87.89767,88.9454,8252.108,97.53976
13.0502,S,13.0502,0.3277196,0.01075121,0.3691097,0.001827401,0,24.9435,8.717501,0.04305353,62.08528,84.19028,3.664925,-43.416354275666,-43.41556,-0.2626185,354.809653639453,354.5679,6.532384,87.89555,88.94453,8255.654,97.6051
13.0602,S,13.0602,0.3273236,0.01078565,0.369104,0.00183365,0,24.9435,8.695118,0.04309042,62.08528,84.19028,3.664925,-43.3874728976417,-43.38668,-0.2623033,354.375952720556,354.134,6.529761,87.89342,88.94366,8259.195,97.67041
13.0702,S,13.0702,0.3269277,0.01081727,0.3690984,0.001839523,0,24.9435,8.672771,0.04311794,62.08528,84.19028,3.664925,-43.3586514615764,-43.35786,-0.2619786,353.942552227297,353.7004,6.527141,87.89128,88.94279,8262.732,97.73569
13.0802,S,13.0802,0.3265322,0.01085318,0.3690928,0.001844918,0,24.9435,8.650476,0.04313383,62.08528,84.19028,3.664925,-43.329899928746,-43.32911,-0.261638,353.509452178315,353.2671,6.524525,87.88914,88.94192,8266.265,97.80096
13.0902,S,13.0902,0.3261368,0.01088605,0.3690872,0.001851044,0,24.9435,8.628226,0.04316635,62.08528,84.19028,3.664925,-43.3011885340252,-43.3004,-0.2613203,353.076652539305,352.8341,6.521912,87.887,88.94104,8269.793,97.86619
13.1002,S,13.1002,0.3257418,0.01092306,0.3690816,0.00185665,0,24.9435,8.606023,0.04318624,62.08528,84.19028,3.664925,-43.2725570418282,-43.27177,-0.2609866,352.644153311203,352.4014,6.519302,87.88486,88.94017,8273.317,97.9314
13.1102,S,13.1102,0.325347,0.0109573,0.369076,0.001862964,0,24.9435,8.583871,0.04322218,62.08528,84.19028,3.664925,-43.2439756759047,-43.24319,-0.2606739,352.211954512653,351.969,6.516695,87.88271,88.93929,8276.837,97.99657
13.1202,S,13.1202,0.3249524,0.01098926,0.3690704,0.001868805,0,24.9435,8.561758,0.04324659,62.08528,84.19028,3.664925,-43.2154542207873,-43.21467,-0.2603465,351.779956196046,351.5368,6.514091,87.88055,88.93842,8280.353,98.06173
13.13021,S,13.13021,0.3245581,0.01102555,0.3690648,0.001874256,0,24.9435,8.539693,0.04326154,62.08528,84.19028,3.664925,-43.1869927007215,-43.18621,-0.2600084,351.348258328975,351.1049,6.511491,87.87839,88.93753,8283.863,98.12685
13.14021,S,13.14021,0.324164,0.01105892,0.3690592,0.001880448,0,24.9435,8.517677,0.04329316,62.08528,84.19028,3.664925,-43.158591311382,-43.15781,-0.2596921,350.916860894734,350.6733,6.508894,87.87622,88.93665,8287.37,98.19196
13.15021,S,13.15021,0.3237701,0.0110965,0.3690536,0.00188614,0,24.9435,8.495702,0.04331278,62.08528,84.19028,3.664925,-43.1302498366556,-43.12947,-0.2593617,350.485763876545,350.242,6.5063,87.87406,88.93576,8290.872,98.25703
13.16021,S,13.16021,0.3233766,0.01113127,0.369048,0.001892549,0,24.9435,8.473778,0.0433484,62.08528,84.19028,3.664925,-43.1019684804362,-43.10119,-0.2590511,350.054967275361,349.811,6.503709,87.87189,88.93488,8294.37,98.32208
13.17021,S,13.17021,0.3229832,0.01117031,0.3690424,0.001898481,0,24.9435,8.451898,0.0433726,62.08528,84.19028,3.664925,-43.0737470437031,-43.07297,-0.2587272,349.624471145589,349.3803,6.501122,87.86971,88.93399,8297.864,98.38711
13.18021,S,13.18021,0.3225902,0.01120676,0.3690369,0.001905141,0,24.9435,8.430065,0.0434129,62.08528,84.19028,3.664925,-43.0455857325107,-43.04481,-0.2584243,349.194275434843,348.9499,6.498538,87.86754,88.9331,8301.354,98.4521
13.19021,S,13.19021,0.3221974,0.01124081,0.3690313,0.001911359,0,24.9435,8.40828,0.04344262,62.08528,84.19028,3.664925,-43.0174743410313,-43.0167,-0.2581081,348.76428021421,348.5197,6.495957,87.86535,88.93221,8304.839,98.51707
13.20021,S,13.20021,0.3218048,0.0112792,0.3690257,0.001917168,0,24.9435,8.386537,0.04346256,62.08528,84.19028,3.664925,-42.9894328816384,-42.98866,-0.2577807,348.33458543269,348.0898,6.493379,87.86317,88.93131,8308.319,98.58202
13.21021,S,13.21021,0.3214124,0.01131503,0.3690202,0.001923716,0,24.9435,8.36484,0.04349877,62.08528,84.19028,3.664925,-42.9614415489873,-42.96067,-0.2574745,347.905191073412,347.6602,6.490804,87.86097,88.93041,8311.796,98.64694
13.22021,S,13.22021,0.3210204,0.01134808,0.3690146,0.001929828,0,24.9435,8.343184,0.04352461,62.08528,84.19028,3.664925,-42.933510136042,-42.93274,-0.257155,347.476097173166,347.2309,6.488233,87.85877,88.92951,8315.269,98.71184
13.23021,S,13.23021,0.3206285,0.01138599,0.369009,0.001935465,0,24.9435,8.321582,0.04353931,62.08528,84.19028,3.664925,-42.9056486463612,-42.90488,-0.2568228,347.04720376789,346.8018,6.485665,87.85658,88.92862,8318.736,98.77671
13.24021,S,13.24021,0.3202369,0.01142125,0.3690035,0.001941931,0,24.9435,8.300014,0.04357215,62.08528,84.19028,3.664925,-42.8778272888082,-42.87706,-0.2565127,346.618610806088,346.373,6.4831,87.85437,88.92772,8322.2,98.84155
13.25021,S,13.25021,0.3198455,0.01146064,0.3689979,0.001947948,0,24.9435,8.278496,0.04359443,62.08528,84.19028,3.664925,-42.850065858917,-42.8493,-0.2561906,346.190318270829,345.9445,6.480538,87.85216,88.92681,8325.659,98.90637
13.26021,S,13.26021,0.3194543,0.0114974,0.3689924,0.001954667,0,24.9435,8.257026,0.04363194,62.08528,84.19028,3.664925,-42.8223745550228,-42.82161,-0.2558897,345.762326181079,345.5163,6.477979,87.84995,88.92591,8329.114,98.97116
13.27021,S,13.27021,0.3190634,0.01153216,0.3689868,0.001960938,0,24.9435,8.235598,0.04365889,62.08528,84.19028,3.664925,-42.7947331628729,-42.79397,-0.2555741,345.334534573174,345.0883,6.475423,87.84772,88.925,8332.565,99.03593
13.28021,S,13.28021,0.3186727,0.01157096,0.3689813,0.001966867,0,24.9435,8.214212,0.0436778,62.08528,84.19028,3.664925,-42.7671417166456,-42.76638,-0.2552495,344.907043413084,344.6606,6.47287,87.8455,88.92409,8336.012,99.10067
13.29021,S,13.29021,0.3182823,0.01160755,0.3689757,0.001973485,0,24.9435,8.192873,0.04371151,62.08528,84.19028,3.664925,-42.7396203848924,-42.73886,-0.2549442,344.479852701858,344.2332,6.47032,87.84328,88.92317,8339.454,99.16538
13.30021,S,13.30021,0.3178921,0.0116482,0.3689702,0.001979728,0,24.9435,8.171582,0.04373642,62.08528,84.19028,3.664925,-42.7121589947112,-42.7114,-0.2546292,344.052962440545,343.8061,6.467774,87.84106,88.92226,8342.893,99.23007
13.31021,S,13.31021,0.3175022,0.0116867,0.3689647,0.001986662,0,24.9435,8.150331,0.04377605,62.08528,84.19028,3.664925,-42.6847377181574,-42.68398,-0.2543333,343.626272665941,343.3792,6.46523,87.83882,88.92135,8346.326,99.29474
13.32021,S,13.32021,0.3171124,0.01172292,0.3689592,0.001993229,0,24.9435,8.129125,0.04380707,62.08528,84.19028,3.664925,-42.6573963750895,-42.65664,-0.2540264,343.199883361684,342.9526,6.46269,87.83658,88.92043,8349.756,99.35938
13.33021,S,13.33021,0.3167229,0.01176342,0.3689536,0.001999407,0,24.9435,8.107962,0.04382906,62.08528,84.19028,3.664925,-42.6300849641296,-42.62933,-0.2537081,342.773794510773,342.5263,6.460153,87.83434,88.91952,8353.181,99.42399
13.34021,S,13.34021,0.3163337,0.0118013,0.3689481,0.002006315,0,24.9435,8.086848,0.04386655,62.08528,84.19028,3.664925,-42.6028536730673,-42.6021,-0.2534101,342.348006096136,342.1003,6.457619,87.83209,88.91859,8356.602,99.48858
13.35021,S,13.35021,0.3159447,0.01183677,0.3689426,0.002012778,0,24.9435,8.065774,0.04389377,62.08528,84.19028,3.664925,-42.5756623103942,-42.57491,-0.2531001,341.922518118783,341.6746,6.455088,87.82984,88.91767,8360.019,99.55314
13.36021,S,13.36021,0.315556,0.01187686,0.3689371,0.002018829,0,24.9435,8.044748,0.04391154,62.08528,84.19028,3.664925,-42.5485508767214,-42.5478,-0.2527783,341.497230652385,341.2491,6.45256,87.82758,88.91674,8363.431,99.61768
13.37021,S,13.37021,0.3151675,0.01191464,0.3689316,0.002025668,0,24.9435,8.023762,0.04394594,62.08528,84.19028,3.664925,-42.521479578324,-42.52073,-0.2524793,341.072243643796,340.8239,6.450035,87.82533,88.91582,8366.839,99.68219
13.38021,S,13.38021,0.3147793,0.01195704,0.368926,0.002032112,0,24.9435,8.002824,0.04397131,62.08528,84.19028,3.664925,-42.4944682045478,-42.49372,-0.2521677,340.647557112306,340.399,6.447514,87.82307,88.91489,8370.243,99.74668
13.39021,S,13.39021,0.3143913,0.0119971,0.3689206,0.002039345,0,24.9435,7.981925,0.04401316,62.08528,84.19028,3.664925,-42.4675069644677,-42.46676,-0.2518787,340.223071059244,339.9743,6.444995,87.82079,88.91396,8373.643,99.81114
13.40021,S,13.40021,0.3140034,0.01203489,0.3689151,0.002046179,0,24.9435,7.961071,0.04404586,62.08528,84.19028,3.664925,-42.4406056620754,-42.43986,-0.2515793,339.798885467463,339.5499,6.442479,87.81852,88.91302,8377.038,99.87558
13.41021,S,13.41021,0.3136159,0.01207713,0.3689096,0.002052626,0,24.9435,7.94026,0.04406973,62.08528,84.19028,3.664925,-42.4137642850373,-42.41302,-0.2512674,339.375000356319,339.1258,6.439967,87.81625,88.91209,8380.43,99.93999
13.42021,S,13.42021,0.3132285,0.01211743,0.3689041,0.002059831,0,24.9435,7.919497,0.04410935,62.08528,84.19028,3.664925,-42.3869830377571,-42.38624,-0.2509775,338.951315763965,338.7019,6.437458,87.81396,88.91116,8383.816,100.0044
13.43021,S,13.43021,0.3128414,0.01215525,0.3688986,0.002066706,0,24.9435,7.898769,0.04414133,62.08528,84.19028,3.664925,-42.3602417310046,-42.3595,-0.2506776,338.527931581547,338.2783,6.434951,87.81168,88.91021,8387.199,100.0687
13.44021,S,13.44021,0.3124545,0.01219807,0.3688931,0.002073157,0,24.9435,7.878087,0.04416376,62.08528,84.19028,3.664925,-42.3335603603936,-42.33282,-0.250367,338.104747938868,337.8549,6.432447,87.80939,88.90928,8390.578,100.1331
13.45021,S,13.45021,0.3120678,0.0122384,0.3688876,0.002080461,0,24.9435,7.857445,0.04420383,62.08528,84.19028,3.664925,-42.306939116368,-42.3062,-0.2500779,337.681864745098,337.4318,6.429946,87.8071,88.90833,8393.952,100.1974
